word_idx,sentence_id,language,target_text,components,span_start,span_end,pseudo_sentence,quality_flag
398,70,ar,معلومة,معلومة,1,2,الأشهر القادمة صورة سيلفي مُباع,pseudo_sentence_word_context
399,70,ar,إنترنت,إنترنت,2,3,الأشهر القادمة صورة سيلفي مُباع,pseudo_sentence_word_context
400,70,ar,حر,حر,3,4,الأشهر القادمة صورة سيلفي مُباع,pseudo_sentence_word_context
401,70,ar,باحث,باحث,4,5,الأشهر القادمة صورة سيلفي مُباع,pseudo_sentence_word_context
402,71,ar,مقرر,مقرر,0,1,الترخيص المنشورات أُوكَازيُون مطبوعات,pseudo_sentence_word_context
403,71,ar,صورة سيلفي,صورة | سيلفي,1,3,الترخيص المنشورات أُوكَازيُون مطبوعات,pseudo_sentence_word_context
404,71,ar,الملكية العامة,الملكية | العامة,3,5,الترخيص المنشورات أُوكَازيُون مطبوعات,isolated_word_fallback_span_out_of_range
405,71,ar,قرد,قرد,5,6,الترخيص المنشورات أُوكَازيُون مطبوعات,isolated_word_fallback_span_out_of_range
406,72,ar,خارج,خارج,0,1,يوم ذاهب بحث القرود,pseudo_sentence_word_context
407,72,ar,زر,زر,1,2,يوم ذاهب بحث القرود,pseudo_sentence_word_context
408,72,ar,قرد,قرد,2,3,يوم ذاهب بحث القرود,pseudo_sentence_word_context
409,72,ar,الخالق,الخالق,3,4,يوم ذاهب بحث القرود,pseudo_sentence_word_context
410,73,ar,تصوير,تصوير,0,1,بدأ يبحث أسود قرد المكاك يوم,pseudo_sentence_word_context
411,73,ar,ويكيبيديا,ويكيبيديا,1,2,بدأ يبحث أسود قرد المكاك يوم,pseudo_sentence_word_context
412,73,ar,تقدير,تقدير,2,3,بدأ يبحث أسود قرد المكاك يوم,pseudo_sentence_word_context
413,73,ar,القرود,القرود,3,4,بدأ يبحث أسود قرد المكاك يوم,pseudo_sentence_word_context
414,73,ar,له,له,4,5,بدأ يبحث أسود قرد المكاك يوم,pseudo_sentence_word_context
415,73,ar,حقوق الطبع والنشر,حقوق | الطبع | والنشر,5,8,بدأ يبحث أسود قرد المكاك يوم,isolated_word_fallback_span_out_of_range
416,74,ar,تصوير,تصوير,0,1,ويكيبيديا رأس قائمة,pseudo_sentence_word_context
417,74,ar,يطلق,يطلق,1,2,ويكيبيديا رأس قائمة,pseudo_sentence_word_context
418,74,ar,الاستخدام العادل,الاستخدام | العادل,2,4,ويكيبيديا رأس قائمة,isolated_word_fallback_span_out_of_range
419,75,ar,ينتمي إلى,ينتمي | إلى,0,2,انقر صورة,pseudo_sentence_word_context
420,75,ar,إنترنت,إنترنت,2,3,انقر صورة,isolated_word_fallback_span_out_of_range
421,76,ar,مشوش,مشوش,0,1,معتقد,pseudo_sentence_word_context
422,77,ar,معتقد,معتقد,0,1,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,pseudo_sentence_word_context
423,77,ar,حقوق الطبع والنشر,حقوق | الطبع | والنشر,1,4,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,pseudo_sentence_word_context
424,77,ar,نظام,نظام,4,5,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,pseudo_sentence_word_context
425,77,ar,مركزة,مركزة,5,6,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,pseudo_sentence_word_context
426,77,ar,إِبداع,إِبداع,6,7,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,pseudo_sentence_word_context
427,77,ar,كل شئ,كل | شئ,7,9,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,isolated_word_fallback_span_out_of_range
428,77,ar,قرد,قرد,9,10,خدمات الطعام وكالة أنباء مدفوع رخصة قسط,isolated_word_fallback_span_out_of_range
429,78,ar,فعل,فعل,0,1,,isolated_word_fallback_span_out_of_range
430,79,ar,يضعط,يضعط,0,1,مرسل خطاب,pseudo_sentence_word_context
431,79,ar,زر,زر,1,2,مرسل خطاب,pseudo_sentence_word_context
432,80,ar,ويكيبيديا,ويكيبيديا,0,1,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
433,80,ar,مشتمل,مشتمل,1,2,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
434,80,ar,ملحوظة,ملحوظة,2,3,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
435,80,ar,تصوير,تصوير,3,4,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
436,80,ar,قارئ,قارئ,4,5,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
437,80,ar,ملف,ملف,5,6,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
438,80,ar,الملكية العامة,الملكية | العامة,6,8,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,pseudo_sentence_word_context
439,80,ar,عمل,عمل,8,9,مرسل خطاب الحد الأقصى يفكر خلال رخصة قسط,isolated_word_fallback_span_out_of_range
440,81,ar,حيوان,حيوان,0,1,عرض يدفع,pseudo_sentence_word_context
441,81,ar,بشر,بشر,1,2,عرض يدفع,pseudo_sentence_word_context
442,82,ar,مؤلف,مؤلف,0,1,كتابة الحد الأقصى صورة يعتقد الملكية العامة,pseudo_sentence_word_context
443,82,ar,حقوق الطبع والنشر,حقوق | الطبع | والنشر,1,4,كتابة الحد الأقصى صورة يعتقد الملكية العامة,pseudo_sentence_word_context
444,82,ar,استثمر,استثمر,4,5,كتابة الحد الأقصى صورة يعتقد الملكية العامة,pseudo_sentence_word_context
445,82,ar,قرار,قرار,5,6,كتابة الحد الأقصى صورة يعتقد الملكية العامة,pseudo_sentence_word_context
446,82,ar,ويكيبيديا,ويكيبيديا,6,7,كتابة الحد الأقصى صورة يعتقد الملكية العامة,pseudo_sentence_word_context
447,82,ar,يعلن,يعلن,7,8,كتابة الحد الأقصى صورة يعتقد الملكية العامة,isolated_word_fallback_span_out_of_range
448,82,ar,تصوير,تصوير,8,9,كتابة الحد الأقصى صورة يعتقد الملكية العامة,isolated_word_fallback_span_out_of_range
449,83,ar,الملكية العامة,الملكية | العامة,0,2,كلمات أخرى يستخدم إذن يطلق,pseudo_sentence_word_context
450,83,ar,افتتاح,افتتاح,2,3,كلمات أخرى يستخدم إذن يطلق,pseudo_sentence_word_context
451,83,ar,قرد,قرد,3,4,كلمات أخرى يستخدم إذن يطلق,pseudo_sentence_word_context
452,83,ar,صورة سيلفي,صورة | سيلفي,4,6,كلمات أخرى يستخدم إذن يطلق,isolated_word_fallback_span_out_of_range
453,83,ar,معركة,معركة,6,7,كلمات أخرى يستخدم إذن يطلق,isolated_word_fallback_span_out_of_range
454,84,ar,يأتي,يأتي,0,1,سرقة,pseudo_sentence_word_context
455,85,ar,لحظة,لحظة,0,1,يفعل يعيش أُوكَازيُون صور,pseudo_sentence_word_context
456,85,ar,الأم,الأم,1,2,يفعل يعيش أُوكَازيُون صور,pseudo_sentence_word_context
457,85,ar,طبيعة,طبيعة,2,3,يفعل يعيش أُوكَازيُون صور,pseudo_sentence_word_context
458,85,ar,يحث,يحث,3,4,يفعل يعيش أُوكَازيُون صور,pseudo_sentence_word_context
459,86,ar,الطبيعة البشرية,الطبيعة | البشرية,0,2,متعاون هذه يضرب,pseudo_sentence_word_context
460,86,ar,متخم,متخم,2,3,متعاون هذه يضرب,pseudo_sentence_word_context
461,86,ar,أمتعة,أمتعة,3,4,متعاون هذه يضرب,isolated_word_fallback_span_out_of_range
462,87,ar,قواعد,قواعد,0,1,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
463,87,ar,الآراء,الآراء,1,2,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
464,87,ar,يتحكم,يتحكم,2,3,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
465,87,ar,درس,درس,3,4,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
466,87,ar,مقعد,مقعد,4,5,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
467,87,ar,جارح,جارح,5,6,تحميل ويكيبيديا يشنق حائط مطبعة دعاية,pseudo_sentence_word_context
468,88,ar,معقد,معقد,0,1,ويكيبيديا رأي معلومة إنترنت حر,pseudo_sentence_word_context
469,88,ar,مجموعة,مجموعة,1,2,ويكيبيديا رأي معلومة إنترنت حر,pseudo_sentence_word_context
470,88,ar,المحامون,المحامون,2,3,ويكيبيديا رأي معلومة إنترنت حر,pseudo_sentence_word_context
471,88,ar,محسوب,محسوب,3,4,ويكيبيديا رأي معلومة إنترنت حر,pseudo_sentence_word_context
472,88,ar,قانون حقوق التأليف والنشر,قانون | حقوق | التأليف | والنشر,4,8,ويكيبيديا رأي معلومة إنترنت حر,isolated_word_fallback_span_out_of_range
473,89,ar,ينظر,ينظر,0,1,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
474,89,ar,إيجاد,إيجاد,1,2,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
475,89,ar,تحدّي,تحدّي,2,3,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
476,89,ar,الرأسماليون,الرأسماليون,3,4,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
477,89,ar,تمويل,تمويل,4,5,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
478,89,ar,مطالبة,مطالبة,5,6,باحث مقرر صورة سيلفي الملكية العامة,pseudo_sentence_word_context
479,90,ar,ويكيبيديا,ويكيبيديا,0,1,قرد خارج زر,pseudo_sentence_word_context
480,90,ar,ويكيميديا,ويكيميديا,1,2,قرد خارج زر,pseudo_sentence_word_context
481,90,ar,مالك,مالك,2,3,قرد خارج زر,pseudo_sentence_word_context
482,91,ar,ويكيبيديا,ويكيبيديا,0,1,قرد الخالق تصوير,pseudo_sentence_word_context
483,91,ar,منح,منح,1,2,قرد الخالق تصوير,pseudo_sentence_word_context
484,91,ar,إصبع,إصبع,2,3,قرد الخالق تصوير,pseudo_sentence_word_context
485,92,ar,كبير,كبير,0,1,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
486,92,ar,مؤتمر,مؤتمر,1,2,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
487,92,ar,لندن,لندن,2,3,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
488,92,ar,مُسَمًّى,مُسَمًّى,3,4,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
489,92,ar,المؤسسون,المؤسسون,4,5,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
490,92,ar,ويلز,ويلز,5,6,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
491,92,ar,يعرف,يعرف,6,7,ويكيبيديا تقدير القرود له حقوق الطبع والنشر,pseudo_sentence_word_context
492,93,ar,جيد,جيد,0,1,تصوير يطلق الاستخدام العادل,pseudo_sentence_word_context
493,93,ar,ويلز,ويلز,1,2,تصوير يطلق الاستخدام العادل,pseudo_sentence_word_context
494,93,ar,كثير,كثير,2,3,تصوير يطلق الاستخدام العادل,pseudo_sentence_word_context
495,93,ar,الممثلون,الممثلون,3,4,تصوير يطلق الاستخدام العادل,pseudo_sentence_word_context
496,94,ar,السخرية,السخرية,0,1,ينتمي إلى إنترنت,pseudo_sentence_word_context
497,94,ar,طباعة,طباعة,1,2,ينتمي إلى إنترنت,pseudo_sentence_word_context
498,94,ar,صورة,صورة,2,3,ينتمي إلى إنترنت,pseudo_sentence_word_context
499,95,ar,كبير,كبير,0,1,مشوش,pseudo_sentence_word_context
500,96,ar,كبير,كبير,0,1,معتقد,pseudo_sentence_word_context
501,97,ar,المجالس,المجالس,0,1,حقوق الطبع والنشر,pseudo_sentence_word_context
502,97,ar,تم وضعه,تم | وضعه,1,3,حقوق الطبع والنشر,pseudo_sentence_word_context
503,97,ar,مؤتمر,مؤتمر,3,4,حقوق الطبع والنشر,isolated_word_fallback_span_out_of_range
504,98,ar,جهاز,جهاز,0,1,نظام,pseudo_sentence_word_context
505,99,ar,ويلز,ويلز,0,1,مركزة,pseudo_sentence_word_context
506,100,ar,متنوع,متنوع,0,1,إِبداع,pseudo_sentence_word_context
507,101,ar,آخر,آخر,0,1,كل شئ قرد فعل يضعط زر,pseudo_sentence_word_context
508,101,ar,الناس,الناس,1,2,كل شئ قرد فعل يضعط زر,pseudo_sentence_word_context
509,101,ar,مشجع,مشجع,2,3,كل شئ قرد فعل يضعط زر,pseudo_sentence_word_context
510,101,ar,الممثلون,الممثلون,3,4,كل شئ قرد فعل يضعط زر,pseudo_sentence_word_context
511,101,ar,يأخذ,يأخذ,4,5,كل شئ قرد فعل يضعط زر,pseudo_sentence_word_context
512,101,ar,صورة سيلفي,صورة | سيلفي,5,7,كل شئ قرد فعل يضعط زر,isolated_word_fallback_span_out_of_range
513,102,ar,صورة سيلفي,صورة | سيلفي,0,2,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
514,102,ar,متوسط,متوسط,2,3,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
515,102,ar,عدد قليل,عدد | قليل,3,5,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
516,102,ar,صور,صور,5,6,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
517,102,ar,مكان,مكان,6,7,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
518,102,ar,إنترنت,إنترنت,7,8,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
519,102,ar,ويلز,ويلز,8,9,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
520,102,ar,خطأ,خطأ,9,10,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
521,102,ar,انتظر,انتظر,10,11,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
522,102,ar,يريد,يريد,11,12,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
523,102,ar,ينظر,ينظر,12,13,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
524,102,ar,سريع,سريع,13,14,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
525,102,ar,يشنق,يشنق,14,15,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
526,102,ar,ويلز,ويلز,15,16,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
527,102,ar,قرد,قرد,16,17,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
528,102,ar,صورة سيلفي,صورة | سيلفي,17,19,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
529,102,ar,ويلز,ويلز,19,20,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
530,102,ar,يذهب,يذهب,20,21,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
531,102,ar,ينظر,ينظر,21,22,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
532,102,ar,يكتب,يكتب,22,23,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
533,102,ar,ويلز,ويلز,23,24,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
534,102,ar,قرد,قرد,24,25,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
535,102,ar,صورة سيلفي,صورة | سيلفي,25,27,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
536,102,ar,يجد,يجد,27,28,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,pseudo_sentence_word_context
537,102,ar,ذكر بالغ,ذكر | بالغ,28,30,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,isolated_word_fallback_span_out_of_range
538,102,ar,بشر,بشر,30,31,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,isolated_word_fallback_span_out_of_range
539,102,ar,حيازة,حيازة,31,32,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,isolated_word_fallback_span_out_of_range
540,102,ar,هاتف,هاتف,32,33,ويكيبيديا مشتمل ملحوظة تصوير قارئ ملف الملكية العامة عمل حيوان بشر مؤلف حقوق الطبع والنشر استثمر قرار ويكيبيديا يعلن تصوير الملكية العامة افتتاح قرد صورة سيلفي معركة يأتي,isolated_word_fallback_span_out_of_range
541,103,ar,يُسلِّم,يُسلِّم,0,1,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
542,103,ar,قرد,قرد,1,2,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
543,103,ar,صورة سيلفي,صورة | سيلفي,2,4,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
544,103,ar,آخر,آخر,4,5,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
545,103,ar,التالي,التالي,5,6,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
546,103,ar,وجه,وجه,6,7,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
547,103,ar,شفه,شفه,7,8,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
548,103,ar,مجعد,مجعد,8,9,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
549,103,ar,يلوي,يلوي,9,10,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
550,103,ar,مظهر,مظهر,10,11,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
551,103,ar,سخيف,سخيف,11,12,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
552,103,ar,وجه,وجه,12,13,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,pseudo_sentence_word_context
553,103,ar,تحضير,تحضير,13,14,لحظة الأم طبيعة يحث الطبيعة البشرية متخم أمتعة قواعد الآراء يتحكم درس مقعد,isolated_word_fallback_span_out_of_range
554,104,ar,يلوي,يلوي,0,1,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
555,104,ar,وجه,وجه,1,2,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
556,104,ar,لا أعرف.,لا | أعرف,2,4,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
557,104,ar,آت,آت,4,5,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
558,104,ar,حبكة,حبكة,5,6,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
559,104,ar,الناس,الناس,6,7,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,pseudo_sentence_word_context
560,104,ar,لا تفعل ذلك.,لا | تفعل | ذلك,7,10,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,isolated_word_fallback_span_out_of_range
561,104,ar,يعرض,يعرض,10,11,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,isolated_word_fallback_span_out_of_range
562,104,ar,يفعل,يفعل,11,12,جارح معقد مجموعة المحامون محسوب قانون حقوق التأليف والنشر,isolated_word_fallback_span_out_of_range
563,105,ar,يلوي,يلوي,0,1,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
564,105,ar,شفه,شفه,1,2,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
565,105,ar,فعل,فعل,2,3,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
566,105,ar,يشعر,يشعر,3,4,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
567,105,ar,مخصص,مخصص,4,5,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
568,105,ar,ويلز,ويلز,5,6,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,pseudo_sentence_word_context
569,105,ar,صورة سيلفي,صورة | سيلفي,6,8,ينظر إيجاد تحدّي الرأسماليون تمويل مطالبة ويكيبيديا,isolated_word_fallback_span_out_of_range
570,106,ar,قرد,قرد,0,1,ويكيميديا مالك ويكيبيديا منح إصبع,pseudo_sentence_word_context
571,106,ar,صورة سيلفي,صورة | سيلفي,1,3,ويكيميديا مالك ويكيبيديا منح إصبع,pseudo_sentence_word_context
572,106,ar,غاضب,غاضب,3,4,ويكيميديا مالك ويكيبيديا منح إصبع,pseudo_sentence_word_context
573,106,ar,القتال,القتال,4,5,ويكيميديا مالك ويكيبيديا منح إصبع,pseudo_sentence_word_context
574,106,ar,يوم,يوم,5,6,ويكيميديا مالك ويكيبيديا منح إصبع,isolated_word_fallback_span_out_of_range
575,107,ar,معركة,معركة,0,1,كبير مؤتمر لندن,pseudo_sentence_word_context
576,107,ar,درس,درس,1,2,كبير مؤتمر لندن,pseudo_sentence_word_context
577,107,ar,ملحمي,ملحمي,2,3,كبير مؤتمر لندن,pseudo_sentence_word_context
578,108,ar,جديد,جديد,0,1,مُسَمًّى,pseudo_sentence_word_context
579,109,ar,النسب,النسب,0,1,المؤسسون ويلز,pseudo_sentence_word_context
580,109,ar,ملِك,ملِك,1,2,المؤسسون ويلز,pseudo_sentence_word_context
581,110,ar,ذهبت.,ذهبت,0,1,يعرف جيد ويلز كثير الممثلون السخرية طباعة صورة كبير كبير المجالس تم وضعه مؤتمر جهاز,pseudo_sentence_word_context
582,110,ar,مشهد,مشهد,1,2,يعرف جيد ويلز كثير الممثلون السخرية طباعة صورة كبير كبير المجالس تم وضعه مؤتمر جهاز,pseudo_sentence_word_context
