start,end,en,he,ar
515.7738279,516.0138279,monkey,קוף,قرد
516.0538279,516.3238279,selfie,סלפי,صورة سيلفي
516.5538279,516.9138279,other,אחר,آخر
517.3138279,517.5138279,next,הבא,التالي
517.7938279,518.2438279,face,פנים,وجه
519.7838279,520.0638279,lips,שפתיים,شفه
520.0838279,520.3838279,puckered,מקומט,مجعد
521.2338279,521.5238279,duck,להתכופף,يلوي
522.6246279,522.7946279,looks,מראה,مظهر
522.8346279,523.5246279,ridiculous,מגוחך,سخيف
525.3965279,525.6665279,face,פנים,وجه
525.8665279,526.2865279,making,הכנה,تحضير
528.9547279,529.1547279,duck,להתכופף,يلوي
529.1747279,529.4547279,face,פנים,وجه
529.5687279,529.8887279,dont_know,לא יודע,لا أعرف.
530.2387279,530.5087279,comes,מגיע,آت
530.755,530.891,lot,מגרש,حبكة
531.0760279,531.3560279,people,אנשים,الناس
531.2268279,531.3268279,dont,אל תעשה,لا تفعل ذلك.
531.4160279,531.6360279,seem,להראות,يعرض
531.7560279,531.9160279,do,לעשות,يفعل
532.1760279,532.3760279,duck,להתכופף,يلوي
532.4160279,532.8760279,lips,שפתיים,شفه
533.7295279,533.8095279,did,עשה,فعل
533.9895279,534.1595279,feel,תחושה,يشعر
534.7795279,534.9595279,saw,מסור,مخصص
535.4095279,535.6695279,wales,ויילס,ويلز
535.6895279,536.0495279,selfie,סלפי,صورة سيلفي
536.5895279,536.8395279,monkey,קוף,قرد
536.8795279,537.2295279,selfie,סלפי,صورة سيلفي
538.8880279,539.2780279,angry,כועס,غاضب
547.2994279,547.6094279,fighting,לחימה,القتال
549.3994279,549.6994279,day,יום,يوم
549.9194279,550.1794279,battle,קרב,معركة
550.2194279,550.3694279,took,לקח,درس
550.6494279,550.9394279,epic,אפוס,ملحمي
550.9994279,551.1694279,new,חדש,جديد
551.1694279,552.0594279,proportions,פרופורציות,النسب
553.0794279,553.2494279,king,מלך,ملِك
553.5594279,553.7594279,walked,הלכתי,ذهبت.
554.1494279,554.5894279,scene,סצינה,مشهد
555.4794279,555.7294279,battle,קרב,معركة
557.5994279,557.9394279,dispute,מחלוקת,قسم
558.1394279,558.8794279,wikimedia,ויקימדיה,ويكيميديا
559.0894279,559.5994279,generated,נוצר,مخلوق
559.8394279,560.1094279,press,ללחוץ,يضعط
562.0594279,562.3094279,day,יום,يوم
562.8694279,563.0794279,wife,אשה,امرأة
565.7098279,566.2998279,photographer,צלם,مصور
566.6598279,566.9498279,sued,תבע,سو
567.3098279,567.7398279,monkey,קוף,قرد
568.1609279,568.3409279,found,נמצא,متاح
568.6709279,568.9409279,monkey,קוף,قرد
569.1909279,569.4509279,suing,תביעה,مطالبة
570.4309279,570.7709279,wife,אשה,امرأة
570.8709279,571.1209279,found,מצא,يجد
573.9486279,574.1686279,found,מצא,يجد
574.3586279,574.9786279,wikipedia,ויקיפדיה,ويكيبيديا
575.1886279,575.5686279,stealing,גניבה,سرقة
576.3486279,576.7386279,stumbled,נתקל,مواجهة
577.7486279,578.0886279,stumbled,נתקל,مواجهة
578.4586279,578.6886279,fact,עובדה,حقيقة
579.1386279,579.4086279,sued,תבע,سو
579.6386279,580.0486279,monkey,קוף,قرد
581.0119279,581.3019279,monkey,קוף,قرد
581.5319279,581.8619279,selfie,סלפי,صورة سيلفي
581.9219279,582.4019279,photos,תמונות,صور
582.6019279,582.8219279,suing,תביעה,مطالبة
583.0919279,584.7119279,copyright_infringement,הפרת זכויות יוצרים,انتهاك حقوق النشر
585.0319279,585.1619279,help,עזרה,يساعد
586.2319279,586.5719279,people,אנשים,الناس
586.8519279,587.1219279,ethical,אתי,أخلاقي
587.2019279,587.5119279,treatment,יחס,نسبة
587.6319279,588.2019279,animals,בעלי חיים,الحيوانات
589.3519279,589.5219279,called,נקרא,مُسَمًّى
589.6919279,590.0819279,lawyers,עורכי דין,المحامون
590.3019279,590.6519279,said,אמר,يقول
590.8593279,590.9993279,look,מבט,ينظر
591.2493279,591.4993279,seen,ראה,يرى
591.7293279,591.9993279,happening,מתרחש,يحدث
592.8893279,593.1293279,do,לעשות,يفعل
593.5793279,593.8893279,said,אמר,يقول
596.7093279,597.3793279,fools,טיפשים,الحمقى
598.1193279,598.4293279,having,שיש,رخام
599.8593279,600.0893279,said,אמר,يقول
600.3993279,600.6293279,sit,לשבת,يجلس
601.0293279,601.2293279,lets,מאפשר,السماح
601.2093279,601.3693279,see,לראות,يرى
601.5693279,602.0693279,happens,קורה,شعاع
602.3493279,602.5693279,do,לעשות,يفعل
602.7593279,603.1493279,respond,להגיב,يرد
605.6593279,605.8293279,know,לדעת,يعرف
606.6293279,606.7493279,worry,דאגה,هَم
607.4193279,607.6593279,served,מוגש,تم تقديمه
607.6593279,608.0693279,papers,ניירות,أوراق
608.0893279,608.2893279,lets,מאפשר,السماح
608.2893279,608.4493279,see,לראות,يرى
608.5693279,608.9993279,happens,קורה,شعاع
609.6368279,609.8568279,sure,בטוח,تأمين
611.0568279,611.6568279,afternoon,צהריים,ظهراً
612.0268279,612.3168279,home,בית,منزل
612.7268279,612.9168279,knock,נקישה,طرق
613.1168279,613.4768279,door,דלת,باب
614.8268279,614.9768279,man,אדם,شخص
615.1868279,615.4168279,black,שחור,أسود
615.4968279,615.8868279,suit,חליפה,بدلة
617.1268279,617.4168279,standing,עומד,واقفاً
617.8568279,618.1968279,porch,מרפסת,الشرفة
618.2568279,618.6268279,way,דרך,طريق
619.0368279,619.2768279,opened,נפתח,يفتح
619.3968279,619.7468279,door,דלת,باب
620.3868279,620.7568279,thrust,דחף,يحث
620.8268279,621.2468279,large,גדול,كبير
621.9068279,622.3368279,sized,בגודל,الحجم
622.3768279,622.5668279,white,לבן,أبيض
622.5668279,623.0268279,envelope,מעטפה,ظرف
623.2468279,623.5568279,hand,יד,يُسلِّم
624.3268279,624.5468279,says,אומר,يقول
624.8268279,625.3868279,instructed,הורה,أحد الوالدين
625.9468279,626.2768279,pass,לעבור,يمر
628.0068279,628.2468279,said,אמר,يقول
629.9968279,630.3668279,opened,נפתח,يفتح
630.6568279,630.9168279,front,חזית,أمام
632.3568279,632.5068279,took,לקח,درس
633.4068279,633.5968279,said,אמר,يقول
634.0568279,634.1068279,do,לעשות,يفعل
634.2568279,634.4268279,know,לדעת,يعرف
635.3568279,635.6068279,said,אמר,يقول
636.8768279,637.0268279,said,אמר,يقول
637.5168279,637.8568279,sued,תבע,سو
638.2568279,638.7168279,monkey,קוף,قرد
638.9368279,639.2268279,showed,הראה,يعرض
640.2768279,640.5668279,started,התחיל,بدأ
640.6468279,641.1168279,laughing,צוחק,يضحك
642.9550279,643.4950279,chat,לשוחח,يتحدث
643.5550279,643.6650279,cause,לגרום,سبب
644.4650279,644.7650279,local,מקומי,محلي
645.4850279,645.7650279,local,מקומי,محلي
645.7850279,646.1950279,firm,מוצק,صلب
646.5350279,646.6850279,road,כביש,طريق
647.9499279,648.0499279,went,הלך,مسافر
648.3399279,648.5399279,merry,שמח,سعيد
648.6199279,648.8899279,way,דרך,طريق
649.8655279,650.0355279,read,לקרוא,يقرأ
650.1155279,650.6555279,complaint,תלונה,شكوى
651.1055279,651.4555279,weird,משונה,غريب
652.1355279,652.3355279,flip,להעיף,نقف
652.5555279,652.8655279,pages,דפים,الصفحات
653.0155279,653.3555279,pages,דפים,الصفحات
654.3855279,655.1955279,copyright_law,חוק זכויות יוצרים,قانون حقوق التأليف والنشر
656.1555279,656.5355279,end,סוף,نهاية
657.1055279,657.6755279,exhibits,תערוכות,المعارض
658.4455279,658.6255279,bunch,צרור,باقة
658.7555279,658.9955279,monkey,קוף,قرد
659.0355279,659.5755279,selfies,סלפי,صورة سيلفي
660.1055279,660.5555279,grinning,מחייך,مبتسماً
660.6555279,661.3055279,serious,רציני,جاد
661.4355279,662.0355279,howling,יללות,عواء
662.2755279,662.5155279,monkey,קוף,قرد
662.5555279,663.0855279,selfies,סלפי,صورة سيلفي
664.0955279,664.8255279,legal_document,מסמך משפטי,وثيقة قانونية
664.8255279,664.9855279,put,לשים,يضع
665.5055279,665.8455279,curious,סקרן,فضولي
667.4855279,667.9455279,monkey,קוף,قرد
668.4655279,668.6155279,name,שם,اسم
669.8655279,670.1855279,suing,תביעה,مطالبة
671.0855279,671.3255279,next,הבא,التالي
671.3855279,672.0055279,friends,חברים,أصدقاء
672.1655279,672.4655279,people,אנשים,الناس
672.7355279,673.0155279,ethical,אתי,أخلاقي
673.0555279,673.3455279,treatment,יחס,نسبة
673.5055279,674.0855279,animals,בעלי חיים,الحيوانات
675.0355279,675.2955279,case,מקרה,قضية
675.8755279,676.2555279,called,נקרא,مُسَمًّى
677.7855279,678.4355279,macaque,מקוק,قرد المكاك
679.3455279,679.5955279,next,הבא,التالي
679.6355279,680.2055279,friends,חברים,أصدقاء
680.4155279,680.6355279,people,אנשים,الناس
680.8855279,681.1455279,ethical,אתי,أخلاقي
681.1855279,681.4555279,treatment,יחס,نسبة
681.5755279,682.0655279,animals,בעלי חיים,الحيوانات
685.5655279,686.1055279,individual,אישי,شخصي
687.5555279,687.8255279,legal,משפטי,قانوني
687.8255279,688.4155279,parlance,אפן הדבור,لغة
688.5755279,688.8355279,next,הבא,التالي
688.8755279,689.2855279,friend,חבר,صديق
689.5455279,689.9055279,status,סטטוס,حالة
690.0655279,690.6055279,guardian,אפוטרופוס,الوصي
691.5955279,692.0155279,represent,ליצג,يمثل
692.5755279,692.9855279,court,בית משפט,محكمة
693.1255279,693.4355279,next,הבא,التالي
693.4555279,693.7555279,friend,חבר,صديق
693.9255279,694.1555279,step,שלב,منصة
695.6023279,695.8823279,same,אותו,له
696.9823279,697.3823279,baby,תינוק,طفل
698.6623279,699.2523279,disabled,נכה,عاجز
699.2523279,699.7423279,adult,מבוגר,بالغ
700.3823279,700.7623279,speak,לדבר,يتحدث
701.4723279,701.9923279,represent,ליצג,يمثل
702.7554279,702.9054279,see,לראות,يرى
704.1038279,704.6238279,unusual,יוצא דופן,نادِر
705.4338279,705.7038279,human,אנושי,بشر
705.7238279,706.0038279,law,חוק,قانون
707.6372279,708.2872279,reputation,מוניטין,سمعة
708.4372279,708.7472279,pulling,משיכה,معلم سياحي
708.8072279,709.2572279,stunts,פעלולים,حركات بهلوانية
709.4972279,710.3272279,attract_attention,למשוך תשומת לב,لجذب الانتباه
710.5672279,710.8572279,plight,מצב,الموقف
711.0172279,711.5672279,animals,בעלי חיים,الحيوانات
712.7072279,712.9572279,dumped,זרקו,رمي
712.9572279,713.2272279,horse,סוס,حصان
713.8372279,714.4972279,sidewalk,מדרכה,الرصيف
714.9072279,715.1772279,gordon,גורדון,غوردون
715.1772279,715.5372279,ramsays,רמזיס,رمسيس
715.5972279,715.9572279,restaurant,מסעדה,مطعم
716.0772279,716.5772279,london,לונדון,لندن
717.3972279,717.6272279,guest,אורח,ضيف
717.9672279,718.2572279,cooking,בישול,طبخ
718.2972279,718.5072279,show,להציג,عرض
718.5472279,718.6972279,made,עשוי,صنع
718.7872279,719.0872279,dish,מנה,جرعة
719.2472279,719.5172279,horse,סוס,حصان
719.5572279,719.9072279,meat,בשר,لحمة
720.8172279,720.9372279,made,עשוי,صنع
721.0372279,721.5672279,comic_book,קומיקס,القصص المصورة
721.6072279,721.9772279,called,נקרא,مُسَمًّى
722.6672279,722.8772279,kills,הורג,يقتل
722.9572279,723.5372279,animals,בעלי חיים,الحيوانات
723.9772279,724.2472279,handed,מסר,رسالة
724.7572279,725.2072279,moms,אמהות,الأمومة
725.5872279,725.7872279,wearing,לבישה,الصلصة
725.8472279,726.0372279,fur,פרווה,الفراء
726.0772279,726.5172279,coats,מעילים,السترات
726.6772279,727.3172279,performances,הופעות,العروض
729.1172279,729.5772279,campaigned,ניהל קמפיין,حملة انتخابية
729.6972279,729.9872279,change,לשנות,يتغير
730.1372279,730.3072279,word,מלה,كلمة
730.3672279,730.9472279,fish,לדוג,سمكة
731.2672279,731.4972279,sea,ים,بحر
731.5172279,732.0772279,kittens,גורים,القمامة
732.6272279,732.8472279,people,אנשים,الناس
732.9972279,733.5072279,associate,משייכים,شركاء
733.5272279,734.0272279,seafood,פירות ים,المأكولات البحرية
734.4072279,734.7372279,adorable,מקסים,أَخَّاذ
735.0372279,735.3872279,cats,חתולים,القطط
735.5972279,735.8272279,stop,להפסיק,قف
735.8472279,736.0672279,eating,אכילה,تناول الطعام
737.0872279,737.2872279,fish,דגים,سمكة
737.4372279,737.6072279,mean,ממוצע,متوسط
740.2072279,740.4872279,general,כללי,عام
740.5072279,740.9072279,counsel,עורך דין,محامي
742.2072279,742.4672279,says,אומר,يقول
742.6172279,742.8472279,monkey,קוף,قرد
742.9072279,743.2072279,selfie,סלפי,صورة سيلفي
743.2072279,743.4972279,case,מקרה,قضية
744.3872279,744.8972279,stunts,פעלולים,حركات بهلوانية
745.4388279,745.5888279,saw,מסור,مخصص
745.6688279,745.9288279,monkey,קוף,قرد
745.9888279,746.4288279,selfie,סלפי,صورة سيلفي
750.4688279,750.9388279,dispute,מחלוקת,قسم
752.8588279,753.5188279,wikimedia,ויקימדיה,ويكيميديا
754.1288279,754.4688279,became,הפך,عكس
755.1888279,755.7488279,news,חדשות,أخبار
756.6088279,756.8888279,view,נוף,منظر جمالي
760.3788279,760.9088279,created,נוצר,مخلوق
761.3688279,761.7388279,created,נוצר,مخلوق
761.8088279,762.4088279,photograph,תצלום,تصوير
763.0288279,763.1088279,own,שלו,له
763.1888279,763.7588279,copyright,זכות יוצרים,حقوق الطبع والنشر
765.1737279,765.3437279,saw,מסור,مخصص
765.4737279,765.8137279,dispute,מחלוקת,قسم
766.6537279,767.1237279,photographer,צלם,مصور
767.2037279,767.4237279,wants,רוצה,يريد
767.5237279,767.7137279,sue,לתבוע,مقاضاة
767.7337279,768.3937279,wikimedia,ויקימדיה,ويكيميديا
769.1137279,769.7237279,wikimedia,ויקימדיה,ويكيميديا
769.8637279,770.1837279,claiming,טוען,تحميل
770.2637279,770.5437279,photo,תצלום,تصوير
770.8237279,771.6837279,public_domain,נחלת הכלל,الملكية العامة
772.8237279,773.0637279,standing,עומד,واقفاً
773.3837279,773.7737279,monkey,קוף,قرد
775.1224279,775.3624279,law,חוק,قانون
776.3024279,776.7224279,argument,טענה,مطالبة
779.5624279,779.8324279,apply,לפנות,إخلاء
781.4224279,781.7024279,happens,קורה,شعاع
782.4924279,782.8524279,born,נולד,وُلِدّ
783.0624279,783.4024279,human,אנושי,بشر
784.2610279,784.5410279,monkey,קוף,قرد
784.5610279,785.0810279,didnt_think,לא חשבתי,لم أكن أعتقد
786.5910279,786.7510279,great,גדול,كبير
787.1010279,787.4310279,camera,מצלמה,آلة تصوير
787.6710279,788.0810279,hands,ידיים,الأيدي
788.2310279,788.3210279,gonna,הולך,ذاهب
788.4010279,788.6410279,snap,לצלם,تصوير
788.7010279,788.9710279,couple,זוג,زوج
789.0110279,789.5110279,frames,מסגרות,إطارات
789.6510279,789.9210279,update,לעדכן,تحديث
790.4110279,790.8510279,profile,פרופיל,حساب تعريفي
791.9410279,792.0910279,know,לדעת,يعرف
792.3010279,792.5810279,monkeys,קופים,القرود
792.7710279,793.0610279,thinking,חשיבה,التفكير
794.7110279,794.9410279,taking,לקיחה,أخذ
794.9710279,795.5410279,photograph,תצלום,تصوير
796.7733279,797.4033279,required,מחויב,ملتزم
798.0433279,798.9433279,copyright_law,חוק זכויות יוצרים,قانون حقوق التأليف والنشر
799.4033279,799.9833279,required,מחויב,ملتزم
801.0133279,801.9233279,copyright_law,חוק זכויות יוצרים,قانون حقوق التأليف والنشر
803.6333279,804.3733279,provides,מספק,مزود
805.1033279,805.5533279,author,מחבר,مؤلف
806.1433279,806.8933279,creator,יוצר,الخالق
807.9233279,808.5133279,image,תמונה,صورة
809.0233279,809.5633279,entitled,רשאי,مستحق
809.7633279,809.9433279,own,שלו,له
810.6033279,810.9033279,doesnt,לא,لا
810.9433279,811.2933279,say,לומר,يقول
812.1933279,812.6333279,author,מחבר,مؤلف
813.1733279,813.6533279,know,לדעת,يعرف
815.1433279,815.3833279,making,הכנה,تحضير
815.4733279,816.1333279,photograph,תצלום,تصوير
816.8271279,817.0071279,gives,נותן,يعطي
817.3371279,817.6571279,camera,מצלמה,آلة تصوير
817.7771279,818.0371279,asks,שואל,يسأل
818.2871279,818.4571279,take,לצלם,تصوير
818.5071279,819.0871279,photograph,תצלום,تصوير
819.9971279,820.4871279,arrange,לארגן,تنظم
822.1371279,822.3171279,take,לצלם,تصوير
822.3871279,823.0771279,photograph,תצלום,تصوير
824.0071279,824.9171279,circumstances,נסיבות,ظروف
826.7171279,826.8271279,own,שלו,له
826.9071279,827.5671279,copyright,זכות יוצרים,حقوق الطبع والنشر
828.5608279,828.8608279,french,צרפתים,فرنسي
828.8608279,829.3108279,tourists,תיירים,السياح
829.5108279,829.6708279,need,צריך,يجب
829.8308279,830.1108279,sue,לתבוע,مقاضاة
841.9007279,842.7007279,organization,ארגון,منظمة
843.1307279,843.3607279,case,מקרה,قضية
843.7307279,843.9007279,heard,נשמע,مسموع
844.0007279,844.5807279,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
844.7207279,845.5407279,san_francisco,סן פרנסיסקו,سان فرانسيسكو
846.9007279,847.1307279,talked,דיבר,تكلم
847.3607279,847.6307279,lawyers,עורכי דין,المحامون
847.7507279,848.2307279,england,אנגליה,إنجلترا
848.5307279,848.7207279,told,סיפר,قال
848.9907279,849.2507279,needed,נחוץ,ضروري
849.4207279,849.6007279,hire,לשכור,إيجار
850.2007279,850.6807279,attorney,עורך דין,محامي
851.4407279,851.7107279,fight,מאבק,كفاح
852.9644279,853.5144279,advised,מומלץ,مُستَحسَن
854.1744279,854.4844279,talking,שיחה,يتصل
854.9044279,855.6544279,attorneys,עורכי דין,المحامون
857.4044279,857.6544279,need,צורך,يحتاج
857.8744279,858.0444279,did,עשה,فعل
858.1044279,858.2944279,need,צורך,يحتاج
858.5544279,858.7744279,follow,לעקוב,يتبع
860.8275279,861.3475279,chance,הזדמנות,فرصة
862.7075279,862.9775279,chance,הזדמנות,فرصة
864.9075279,865.1175279,going,הולך,ذاهب
865.1775279,865.5375279,monkeys,קופים,القرود
865.5375279,865.8375279,way,דרך,طريق
866.1975279,866.3975279,didnt,לא,لا
866.3975279,866.7675279,challenge,אתגר,تحدي
867.8301279,868.0601279,monkey,קוף,قرد
868.2101279,868.4601279,win,לנצח,يفوز
873.6439279,873.9239279,court,בית משפט,محكمة
874.3339279,874.9839279,california,קליפורניה,كاليفورنيا
876.8720279,877.3620279,opinion,דעה,رأي
878.1220279,878.3720279,happen,לקרות,يحدث
880.3913279,880.6513279,dont_know,לא יודע,لا أعرف.
880.8313279,881.0313279,true,נכון,يمين
882.5213279,882.7913279,told,סיפר,قال
883.2013279,883.3813279,take,ליטול,يأخذ
883.5613279,883.9213279,risk,להסתכן,مخاطرة
884.5517279,885.0917279,california,קליפורניה,كاليفورنيا
884.8567279,885.0867279,course,כמובן,بالطبع
888.1951279,888.4451279,true,נכון,يمين
893.3751279,893.5951279,hired,שכר,الأجر
894.5751279,895.0151279,represent,ליצג,يمثل
896.0357279,896.1157279,do,לעשות,يفعل
896.3657279,896.7757279,remember,לזכור,يتذكر
897.7657279,897.9657279,heard,נשמע,مسموع
898.3157279,898.7757279,case,מקרה,قضية
899.9257279,900.0957279,call,שיחה,يتصل
900.9257279,901.0357279,heard,נשמע,مسموع
902.6622279,902.8222279,read,לקרוא,يقرأ
903.3822279,903.5622279,dont,אל תעשה,لا تفعل ذلك.
903.5622279,904.2122279,remember,לזכור,يتذكر
904.6522279,904.8722279,read,לקרוא,يقرأ
906.8822279,907.2822279,excited,נרגש,متحمس
907.6022279,907.7822279,saw,מסור,مخصص
908.2022279,908.5222279,filed,מתויק,تم تقديم الطلب
908.6722279,909.3922279,san_francisco,סן פרנסיסקו,سان فرانسيسكو
909.4322279,909.9722279,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
909.9722279,910.1022279,cause,לגרום,سبب
911.1222279,911.5522279,berkeley,ברקלי,بيركلي
913.3022279,913.6222279,thought,חשבתי,ظننت
915.1222279,915.4822279,perfect,מושלם,ممتاز
915.8222279,916.3522279,case,מקרה,قضية
917.7479279,918.7579279,intellectual_property,קניין רוחני,الملكية الفكرية
918.7979279,919.1979279,lawyer,עורך דין,محامي
919.3879279,919.5979279,works,עבודות,وظائف
921.0879279,921.1879279,read,לקרוא,يقرأ
921.4779279,921.9379279,case,מקרה,قضية
922.2279279,922.4779279,reached,הגיע,وصل
923.2179279,923.4579279,ask,לשאול,بسأل
923.8379279,924.0779279,take,ליטול,يأخذ
925.8201279,926.0001279,think,לחשוב,يفكر
926.2601279,926.5201279,perfect,מושלם,ممتاز
926.7501279,927.1301279,case,מקרה,قضية
928.8832279,929.0932279,think,חושב,التفكير
929.3432279,929.4632279,know,יודע,معرفة
929.5432279,929.8032279,case,מקרה,قضية
931.2832279,931.3932279,know,יודע,معرفة
931.3932279,931.8632279,making,הכנה,تحضير
931.9232279,932.4332279,monkey,קוף,قرد
932.4932279,932.8232279,puns,משחקי מילים,ألعاب الكلمات
932.9832279,933.2632279,things,דברים,أشياء
934.7293279,934.8893279,thought,מחשבה,معتقد
939.4993279,939.7093279,dont_know,לא יודע,لا أعرف.
940.7393279,940.8993279,seen,ראה,يرى
941.2593279,941.5993279,linkedin,לינקדאין,لينكد إن
941.6193279,942.0493279,profile,פרופיל,حساب تعريفي
942.3093279,942.8593279,chippendales,צ'יפנדיילס,تشيبينديلز
942.8993279,943.3893279,costume,תלבושת,زيّ
944.3080279,944.6580279,linkedin,לינקדאין,لينكد إن
944.6580279,945.0580279,picture,תמונה,صورة
945.3980279,945.5980279,chose,בחר,يختار
945.6980279,945.8680279,shot,בעיטה,ركلة
946.4380279,946.6380279,wearing,לבישה,الصلصة
946.7180279,947.2880279,eyeglasses,משקפים,نظارات
947.5380279,947.6880279,bow,קשת,قوس
947.7280279,948.0080279,tie,עניבה,رَابِطَة
949.5249279,949.6649279,years,שנים,سنين
949.8549279,950.3149279,practicing,מתאמן,المتدرب
950.9549279,951.1849279,years,שנים,سنين
952.1249279,952.3749279,able,מסוגל,قادر
955.8749279,956.1249279,filed,מתויק,تم تقديم الطلب
956.2649279,956.6849279,court,בית משפט,محكمة
959.6449279,959.8649279,case,מקרה,قضية
966.9743279,967.2143279,said,אמר,يقول
967.8643279,968.0343279,real,אמיתי,حقيقي
968.0943279,968.8743279,intellectual_property,קניין רוחני,الملكية الفكرية
968.9543279,969.2743279,lawyer,עורך דין,محامي
969.9743279,970.2843279,defended,מוגן,محمي
970.4043279,970.5643279,toy,צעצוע,لعبة
970.6043279,970.8843279,company,חברה,شركة
971.9043279,972.0643279,won,ניצח,فاز
972.2143279,972.6043279,important,חשוב,مهم
972.6243279,972.8743279,case,מקרה,قضية
975.5543279,975.8543279,case,מקרה,قضية
976.2743279,976.5743279,banana,בננה,موز
976.5743279,977.1043279,problem,בעיה,مشكلة
978.0443279,978.3743279,answered,ענה,إجابة
978.7743279,979.1943279,complaint,תלונה,شكوى
979.4143279,979.7443279,motion,תנועה,حركة
979.8643279,980.2743279,dismiss,לדחות,يرفض
980.3543279,980.8543279,case,מקרה,قضية
981.5243279,982.1343279,monkeys,קופים,القرود
982.3243279,982.6643279,said,אמר,يقول
983.5043279,983.8843279,standing,עומד,واقفاً
984.0143279,984.1943279,sue,לתבוע,مقاضاة
984.3243279,984.9943279,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
986.5343279,986.9343279,argument,טענה,مطالبة
987.1143279,987.3643279,based,מבוסס,قائم على
987.5443279,988.0643279,precedent,תקדים,سابقة
988.0843279,988.2543279,set,מערכת,نظام
990.0843279,990.3443279,case,מקרה,قضية
990.3443279,990.6843279,called,נקרא,مُسَمًّى
991.3343279,991.9643279,community,קהילה,مجتمع
994.6443279,994.9643279,worlds,עולמות,عوالم
995.0843279,995.5943279,whales,לווייתנים,الحيتان
995.7243279,996.4143279,porpoises,דולפינים,الدلافين
996.6243279,997.3843279,dolphins,דולפינים,الدلافين
997.6043279,997.9543279,sued,תבע,سو
998.0843279,998.6343279,president,נשיא,رئيس
999.8243279,1000.064328,worlds,עולמות,عوالم
1000.104328,1000.414328,whales,לווייתנים,الحيتان
1000.434328,1000.854328,porpoises,דולפינים,الدلافين
1000.984328,1001.384328,dolphins,דולפינים,الدلافين
1001.424328,1001.884328,argued,טען,حمولة
1002.164328,1002.734328,militarys,צבאות,الجيوش
1002.854328,1003.104328,use,להשתמש,يستخدم
1003.314328,1003.854328,underwater,תת ימי,تحت الماء
1004.834328,1005.174328,hurting,פוגע,جارح
1006.244328,1006.544328,changing,משתנה,عامل
1006.704328,1007.044328,natural,טבעי,طبيعي
1007.064328,1007.614328,behaviors,התנהגויות,السلوكيات
1007.914328,1008.334328,eating,אכילה,تناول الطعام
1008.514328,1009.194328,mating,הזדווגות,التزاوج
1011.864328,1012.084328,loud,בקול רם,بصوت عال
1012.124328,1012.844328,sound_wave,גל קול,موجة صوتية
1013.684328,1014.704328,cetaceans,יונקים ימיים,الثدييات البحرية
1015.314328,1015.844328,scientific,מדעי,علمي
1015.864328,1016.094328,word,מלה,كلمة
1016.314328,1016.904328,category,קטגוריה,فئة
1017.384328,1017.774328,mammal,יונק,الثدييات
1018.474328,1019.264328,cetaceans,יונקים ימיים,الثدييات البحرية
1019.874328,1020.054328,hear,לשמוע,يسمع
1021.814328,1022.164328,beaching,חוף,شاطئ
1025.094328,1025.584328,case,מקרה,قضية
1026.454328,1026.624328,court,בית משפט,محكمة
1026.774328,1027.254328,appeals,ערעורים,الاستئنافات
1027.254328,1027.894328,decided,החליט,مقرر
1029.834328,1030.134328,states,מדינות,بلدان
1031.384328,1031.914328,animals,בעלי חיים,الحيوانات
1032.494328,1032.894328,standing,עומד,واقفاً
1033.034328,1033.304328,sue,לתבוע,مقاضاة
1033.454328,1034.344328,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
1035.824328,1036.074328,case,מקרה,قضية
1036.374328,1036.704328,pointed,מחודד,نقطة
1037.074328,1037.724328,defense,הגנה,حماية
1039.604328,1039.844328,hired,נשכר,تم توظيفه
1040.354328,1040.744328,attorney,עורך דין,محامي
1040.874328,1041.374328,represent,ליצג,يمثل
1041.484328,1041.774328,monkey,קוף,قرد
1042.394328,1042.914328,court,בית משפט,محكمة
1043.444328,1043.564328,guy,בחור,رجل
1043.604328,1043.804328,named,שם,اسم
1045.514328,1045.894328,guy,בחור,رجل
1047.074328,1047.304328,comes,מגיע,آت
1047.924328,1048.384328,law_firm,משרד עורכי דין,مكتب محاماة
1048.524328,1049.384328,los_angeles,לוס אנג'לס,لوس أنجلوس
1049.784328,1050.074328,known,ידוע,معروف
1050.234328,1051.044328,intellectual_property,קניין רוחני,الملكية الفكرية
1051.124328,1051.364328,law,חוק,قانون
1052.764328,1053.014328,case,מקרה,قضية
1053.324328,1054.174328,intellectual_property,קניין רוחני,الملكية الفكرية
1054.214328,1054.694328,argument,טענה,مطالبة
1055.974328,1056.254328,legal,משפטי,قانوني
1056.734328,1057.334328,copyright,זכות יוצרים,حقوق الطبع والنشر
1058.484328,1058.684328,made,יצר,الميل
1058.764328,1059.214328,photo,תצלום,تصوير
1061.324328,1061.494328,saw,ראה,يرى
1061.704328,1062.004328,case,מקרה,قضية
1062.274328,1062.964328,opportunity,הזדמנות,فرصة
1063.144328,1063.434328,nudge,להזיז,يتحرك
1063.554328,1063.894328,law,חוק,قانون
1064.114328,1064.284328,set,מערכת,نظام
1064.404328,1064.964328,precedent,תקדים,سابقة
1065.804328,1066.324328,disagreed,לא הסכים,غير موافق
1066.564328,1066.834328,ruling,פסק דין,الحكم
1067.524328,1068.024328,case,מקרה,قضية
